geo,country,year,house_price,inflation,earning,hpi_growth,income_growth,real_hpi,affordability_index
LV,Latvia,2016,108.49,0.861000000000004,7212.23,8.489999999999998,5.835437892632989,107.56387503594054,0.01504250419079813
MT,Malta,2016,105.45,1.46997601841692,16926.2,5.449999999999999,3.600512916247145,103.922366139971,0.006229986647918611
NL,Netherlands,2016,105.02,0.454999999999998,34975.7,5.020000000000002,1.2277325152308727,104.54432332885371,0.0030026561298272803
NO,Norway,2016,107.88,-1.4746201487728,43662.09,7.879999999999998,-1.7758021896243759,109.4946298739454,0.002470793312917453
PL,Poland,2016,101.86,0.311999999999998,8200.43,1.859999999999995,-0.9130025531688624,101.54318526198261,0.012421299858665948
PT,Portugal,2016,107.12,1.71698266742616,11704.24,7.120000000000015,1.4594465268362722,105.31181439999999,0.009152238846776895
SE,Sweden,2016,108.24,1.52507821612724,33711.94,8.240000000000002,0.9646344622692427,106.61405231284628,0.0032107318653272396
SI,Slovenia,2016,103.25,0.873295687983109,12202.35,3.2499999999999973,1.1597975535649896,102.35612834477858,0.00846148487791286
AT,Austria,2017,114.26,0.861087110203436,31083.14,5.279646180779518,1.5738101983789665,113.28452158676079,0.0036759477967798623
BE,Belgium,2017,106.37,1.82788630409827,28238.77,3.6340607950116954,2.4094838794141094,104.46057937639713,0.0037668071236813786
BG,Bulgaria,2017,116.3,3.9419532270963,5132.74,8.671276396935145,9.462257813416365,111.88937324075812,0.022658463121062046
DE,Germany,2017,114.1,1.35105795041844,29468.63,6.139534883720921,1.6639228436034603,112.57899257037694,0.0038719139641035225
EE,Estonia,2017,110.51,3.11234966265768,12233.44,5.498806682577562,6.7983388492594,107.17435919319507,0.009033436220719601
ES,Spain,2017,111.1,1.29576285546263,20948.65,6.193844389218106,0.581586285837199,109.67882255699766,0.005303444374697175
FI,Finland,2017,102.39,0.81928722011849,30805.85,1.0859907197156682,1.6480688224723483,101.55794870524346,0.003323719358498467
FR,France,2017,104.24,0.521309766197489,27022.48,3.1670625494853333,0.5274416216839439,103.69940487489848,0.0038575289906773915
HU,Hungary,2017,127.24,3.98808114294735,8023.72,12.224378197212914,12.397180446914845,122.36017686016281,0.015857981086079772
IE,Ireland,2017,119.14,1.03634847344548,33976.58,10.869160617904349,1.8881187035096225,117.91795903165736,0.0035065330295162137
IS,Iceland,2017,131.2,0.936818532969557,50456.07,19.522638243600255,14.5610331367374,129.98230170801887,0.00260028178968358
IT,Italy,2017,99.2,0.726758557952815,21138.65,-1.0967098703888234,0.21761031634093264,98.4842572323278,0.004692825700789785
LT,Lithuania,2017,114.8,4.24312829802316,7897.69,8.918406072106254,9.427967716235397,110.12716317549062,0.014535895939192347
LU,Luxembourg,2017,111.96,1.71610580740794,41340.39,5.612678049240616,6.175972557853671,110.07106407709722,0.0027082473097133335
LV,Latvia,2017,118.01,2.97042464381673,7772.59,8.775002304359859,7.769580282381461,114.605723350376,0.015182841240821913
MT,Malta,2017,111.03,2.23723386581398,17305.15,5.291607396870557,2.2388368328390307,108.60035605592235,0.006416009107115511
NL,Netherlands,2017,112.93,1.26026579065254,35426.38,7.5318986859646,1.28855176594036,111.52449494204735,0.0031877374995695302
NO,Norway,2017,113.75,3.95126331777515,44443.89,5.4412309974045225,1.7905693474590922,109.42627955590157,0.002559406928601434
PL,Poland,2017,105.78,1.85919929818966,8975.57,3.8484193991753513,9.452431153000497,103.84923573798409,0.01178532394042941
PT,Portugal,2017,117.02,1.512,11938.3,9.2419716206124,1.9997881109751647,115.27701158483725,0.00980206562073327
SE,Sweden,2017,115.43,2.13567839195979,33923.05,6.642645971914285,0.6262172986781556,113.01633456334565,0.003402701113254852
SI,Slovenia,2017,111.79,1.4804641250296,12487.25,8.271186440677969,2.334796166312225,110.15913354738748,0.008952331378005567
AT,Austria,2018,119.64,1.71331224142128,31640.93,4.708559425870806,1.7945098210798482,117.62472125185433,0.003781178366122614
BE,Belgium,2018,109.42,1.62549140522624,29240.96,2.8673498166776223,3.5489860216999514,107.6698360686824,0.0037420112061984285
BG,Bulgaria,2018,123.96,4.01294802026647,5447.1,6.586414445399824,6.124604012671608,119.17747007405937,0.022757063391529435
DE,Germany,2018,121.7,1.67288236267856,30419.87,6.6608238387379615,3.227974968636138,119.69759996169134,0.004000674559095749
EE,Estonia,2018,117.07,4.18100954927787,13437.69,5.936114378789248,9.843919617049668,112.37172734885584,0.008712062861994881
ES,Spain,2018,118.58,1.18866049376642,21198.42,6.732673267326739,1.1922964009613901,117.18704390528517,0.005593813123808284
FI,Finland,2018,103.34,1.93148146312941,31400.22,0.9278249829084873,1.9294062653684385,101.38182877031969,0.0032910597441673977
FR,France,2018,107.29,0.954039746763598,27662.94,2.9259401381427574,2.3701007457494594,106.27608391811732,0.0038784742330352454
HU,Hungary,2018,145.5,4.81905990853369,8586.94,14.350833071361201,7.019437368203274,138.8106324622306,0.016944336399229525
IE,Ireland,2018,131.33,0.504303185867437,35126.52,10.231660231660245,3.3845077991957906,130.6710218736855,0.0037387705927031775
IS,Iceland,2018,142.01,2.65939410379872,48794.28,8.239329268292694,-3.2935383195718537,138.33122749235588,0.0029103821185597983
IT,Italy,2018,98.6,1.06214844555262,21294.82,-0.6048387096774244,0.7387889008995341,97.56372837563501,0.004630234019353063
LT,Lithuania,2018,123.18,3.52926732523658,8690.66,7.299651567944254,10.040530838764239,118.9808478147834,0.014173837199936484
LU,Luxembourg,2018,119.86,2.51207897088036,42063.48,7.056091461236158,1.749112671651143,116.92280675923811,0.0028495027040083224
LV,Latvia,2018,129.3,3.90440702119261,8474.82,9.566985848656895,9.034697571851847,124.44130495218326,0.015256961209795607
MT,Malta,2018,117.45,2.04739393168398,17890.15,5.782221021345579,3.380496557383217,115.09358100671082,0.0065650651336070405
NL,Netherlands,2018,123.61,2.43705822789788,35838.18,9.457185867351448,1.1624106103982568,120.66922082533588,0.0034491148825079843
NO,Norway,2018,115.53,6.65187760630525,44692.89,1.5648351648351655,0.5602569892059428,108.3243939,0.002584974925541848
PL,Poland,2018,112.74,1.20183602963484,9618.59,6.57969370391378,7.164113254088611,111.40114095063102,0.011721052669881967
PT,Portugal,2018,129.03,1.81259358499488,12401.75,10.263202871304046,3.8820435070319848,126.73284851768712,0.010404176829882879
SE,Sweden,2018,114.35,2.39694704639354,32688.36,-0.9356319847526717,-3.6396786255952884,111.67325130132133,0.003498187122266152
SI,Slovenia,2018,121.55,2.15516436745132,12902.38,8.730655693711409,3.324430919537913,118.985663380449,0.00942074252967282
AT,Austria,2019,126.6,1.72656362157248,32325.12,5.817452357071207,2.162357427547157,124.45126965161022,0.0039164587788073175
BE,Belgium,2019,113.78,1.65543135079784,30188.71,3.984646316943885,3.241172656438085,111.92712331066903,0.0037689586603733647
BG,Bulgaria,2019,131.42,5.25000676547264,6093.02,6.018070345272664,11.858052908887306,124.86460004970985,0.021568942823099214
DE,Germany,2019,128.7,2.19221376239045,31486.26,5.751848808545601,3.5055705366262124,125.93914473684211,0.004087497213070082
EE,Estonia,2019,125.27,3.22677540914966,14169.6,7.004356367984976,5.4466950792881885,121.35417337554118,0.008840757678410117
ES,Spain,2019,124.71,1.38571498030827,21481.84,5.169505818856468,1.3369864357815509,123.00549443698445,0.005805368627640835
FI,Finland,2019,103.77,1.51668351870577,32135.14,0.41610218695566914,2.340493155780421,102.2196513944223,0.003229175289107189
FR,France,2019,110.86,1.22610785872136,28153.78,3.3274303290148133,1.7743594860126999,109.51720099198559,0.0039376595256480655
HU,Hungary,2019,170.17,4.81475111565722,9390.54,16.955326460481103,9.358397752866576,162.35310220049743,0.018121428586641446
IE,Ireland,2019,134.41,2.6380626164293,38252.2,2.345237188761118,8.89834802878282,130.95531674473068,0.003513784828062177
IS,Iceland,2019,148.3,4.53455890679854,47254.37,4.429265544679972,-3.1559231942760446,141.86695916727604,0.003138334084233903
IT,Italy,2019,98.5,0.804266107177204,21500.18,-0.10141987829613841,0.9643659819618122,97.71411846327291,0.0045813569932902885
LT,Lithuania,2019,131.61,2.80689271412021,9794.92,6.843643448611791,12.706284678033652,128.01670834072763,0.013436556909091653
LU,Luxembourg,2019,131.99,3.39146548879242,42650.77,10.120140163524116,1.396199268343934,127.6604402268654,0.003094668630835974
LV,Latvia,2019,140.88,2.31299577433464,9144.05,8.95591647331786,7.896686891284999,137.69511774509095,0.015406739901903424
MT,Malta,2019,124.65,2.17116442813594,19107.19,6.130268199233724,6.80284961277573,122.00115433515978,0.006523722221844238
NL,Netherlands,2019,132.62,2.957773512476,37402.24,7.289054283634022,4.3642283173978,128.81008929736583,0.003545776937424069
NO,Norway,2019,120.18,-0.438000000000002,45219.15,4.0249285899766285,1.1775027303000618,120.70870412406342,0.0026577235529637333
PL,Poland,2019,122.52,3.14878390793482,10225.78,8.674827035657273,6.31267160779283,118.779878306035,0.01198148209720921
PT,Portugal,2019,141.88,1.73968573418995,12823.4,9.958924281174909,3.399923397907556,139.45393970518307,0.011064148353790727
SE,Sweden,2019,117.19,2.66835042761368,32427.59,2.4836029733275033,-0.7977457419093503,114.1442319,0.0036138979184083676
SI,Slovenia,2019,129.69,2.26045483201915,13298.17,6.696832579185519,3.067573579448135,126.82321843085748,0.00975246970071822
AT,Austria,2020,136.31,1.12711569400408,33032.37,7.669826224328591,2.1879269125683276,134.79075227701955,0.004126558282073009
BE,Belgium,2020,118.6,0.88885158137236,30539.81,4.2362453858322935,1.1630175651758723,117.55510954978276,0.003883455725494035
BG,Bulgaria,2020,137.41,2.01924972359591,6612.77,4.557905950388075,8.530252649753333,134.69026715280637,0.020779491801468975
DE,Germany,2020,138.7,1.59506672664569,31292.95,7.770007770007781,-0.6139503389732459,136.52237699020347,0.004432308235561044
EE,Estonia,2020,132.79,-0.444417011295591,14444.62,6.003033447752859,1.9409157633243135,133.38277574555147,0.00919304211533429
ES,Spain,2020,127.5,1.05313638979474,20632.83,2.237190281452972,-3.9522219698126304,126.17124470851763,0.0061794722294518005
FI,Finland,2020,105.6,1.63959546429666,33191.98,1.763515466897947,3.2887362557001643,103.89651741293531,0.0031814914325689514
FR,France,2020,116.62,2.24537280848741,27472.33,5.195742377773782,-2.4204565070835904,114.05895132138377,0.004244998513049312
HU,Hungary,2020,178.58,5.42265441481276,9549.21,4.942116706822608,1.6896791877783146,169.39433084024873,0.018701023435446495
IE,Ireland,2020,134.82,0.617681498829036,38842.71,0.30503682761700013,1.5437282038680111,133.9923540193768,0.003470921570611319
IS,Iceland,2020,157.79,3.44590995675685,44185.83,6.399190829399859,-6.493663972242148,152.5338218456007,0.0035710543402715303
IT,Italy,2020,100.4,1.19581032771563,22507.69,1.9289340101522834,4.686053791177547,99.21359360121882,0.004460697654890396
LT,Lithuania,2020,141.18,0.823425022182784,10787.57,7.271483929792555,10.134334940969403,140.02698278593306,0.013087284717503572
LU,Luxembourg,2020,151.12,2.33085352778937,44374.32,14.493522236533064,4.04107592899261,147.67784572319752,0.0034055733135741574
LV,Latvia,2020,145.77,0.0525324251865741,9786.84,3.471039182282798,7.029598482073052,145.69346369018524,0.014894490969505991
MT,Malta,2020,128.86,0.916976000588045,19652.9,3.377456879261942,2.856045289757425,127.68912140138755,0.0065567931450320315
NL,Netherlands,2020,142.75,2.23523051397253,39142.87,7.63836525410948,4.653812178094152,139.62897064186726,0.0036468966123332294
NO,Norway,2020,126.11,-3.74540487334525,42534.89,4.934265268763505,-5.936113350206718,131.0171216595536,0.002964860141874118
PL,Poland,2020,135.36,4.11865630361613,11376.35,10.479921645445668,11.251660020066922,130.0055194770112,0.011898368105763273
PT,Portugal,2020,154.33,2.52591535901093,12934.79,8.77502114462927,0.8686463808350364,150.52779529896299,0.011931388140047114
SE,Sweden,2020,122.11,1.39400000000001,33366.68,4.198310436044039,2.8959598909447104,120.43118922224194,0.003659638897247194
SI,Slovenia,2020,135.66,1.27232601567176,13896.79,4.603284755956505,4.501521637939665,133.95564744805682,0.009761966612433517
AT,Austria,2021,153.26,1.94340746030798,33712.2,12.434891057149144,2.058072127431343,150.33831399021295,0.004546128701182361
BE,Belgium,2021,127.06,2.92607611865446,31063.95,7.133220910623961,1.716251672816571,123.4478227398115,0.004090271842441158
BG,Bulgaria,2021,149.33,7.13268178883161,7456.68,8.674768939669608,12.76182295770154,139.38790433188558,0.020026338799573003
DE,Germany,2021,154.7,3.05760069776311,32850.2,11.535688536409516,4.97636049014234,150.11022860282617,0.004709255955823709
EE,Estonia,2021,152.78,5.99690607967075,15300.44,15.053844415995199,5.924835682766316,144.13628251108153,0.009985333755107696
ES,Spain,2021,132.19,2.30097428940913,21668.52,3.678431372549018,5.0196216418203266,129.21675567432519,0.00610055509097991
FI,Finland,2021,110.45,2.54831154599869,33906.14,4.592803030303028,2.1516040923138524,107.70533257435152,0.003257522088919588
FR,France,2021,123.98,1.33331842600243,28649.83,6.311095866918204,4.286130808708255,122.34870220946634,0.004327425328527255
HU,Hungary,2021,208.04,6.30272339430066,10074.96,16.49680815320864,5.505691046693917,195.70524005140763,0.02064921349563671
IE,Ireland,2021,145.98,0.657643226323763,39930.32,8.277703604806398,2.800036351737556,145.02624472517317,0.0036558685229670083
IS,Iceland,2021,177.57,5.99662119559468,47374.82,12.535648646935794,7.217223259130812,167.52420784463644,0.0037481936606830377
IT,Italy,2021,103.0,0.538692422604536,23511.64,2.589641434262946,4.460475508592854,102.44811974184984,0.004380808824905451
LT,Lithuania,2021,163.84,6.50805313836133,11798.21,16.050432072531517,9.368560296711848,153.8287436229451,0.013886852327598849
LU,Luxembourg,2021,172.15,6.18129245488691,44934.82,13.91609317098994,1.2631179474975607,162.12837122239884,0.003831104697871272
LV,Latvia,2021,161.65,6.88144180390806,11229.49,10.89387391095562,14.74071303914235,151.24234597861624,0.014395132815470694
MT,Malta,2021,135.44,1.81051812738831,18292.5,5.106316933105681,-6.92213362913362,133.03144163408882,0.00740412737460708
NL,Netherlands,2021,164.21,2.52482146698544,40660.61,15.033274956217157,3.8774366825937934,160.16609212324073,0.004038552299141602
NO,Norway,2021,137.66,16.9113499819995,46935.39,9.158671001506624,10.345624497912187,117.74733592691823,0.002932968065248845
PL,Poland,2021,147.77,5.05250600239986,11134.57,9.16814420803782,-2.1252862297661435,140.66299379533535,0.013271280345805901
PT,Portugal,2021,168.84,1.39879177784729,13502.54,9.401930927233849,4.389325222906604,166.51085978411695,0.012504314003143112
SE,Sweden,2021,134.46,2.97615308956182,35485.73,10.11383179100811,6.350796663018321,130.57392023865526,0.00378912875682704
SI,Slovenia,2021,151.32,2.60708736010702,14601.22,11.543564794338778,5.069012340259871,147.47519288695085,0.010363517569079843
